,text,Company,year,Label,sim_score,Formness_score
134869,"We continuously monitor our exposure to currency fluctuation ris 
 ks based on monetary items and forecasted transactions and pursu 
 e a Group-wide strategy to manage foreign currency exchange rate 
  risk, using derivative financial instruments, primarily foreign 
  exchange forward contracts, as appropriate, with the primary ai 
 m of reducing profit or loss volatility. Most of the hedging ins 
 truments are not designated as being in a hedge accounting relat 
 ionship.",SAP,2022,G1,0.76765194,0.744778335
5704,"Technological advancement is happening at an unprecedented pace  
 and has profound implications for our companys operations. Techn 
 ologies such as 3D printing, augmented reality, and artificial i 
 ntelligence are changing the way products and services are made, 
  offered, experienced and exchanged. Failure to anticipate, reco 
 gnize and respond to changes in technology in a timely manner co 
 uld disrupt the companys business model, lead to a deterioration 
  of our competitive position in the marketplace and substantiall 
 y affect our ability to achieve our strategic and financial goal 
 s.",Adidas,2018,E1,0.783184693,0.728281915
133538,"Our materiality matrix for prioritizing our reporting topics is  
 shown in the following graphic. We have categorized topics accor 
 ding to whether they are sustainability challenges or sustainabi 
 lity management practices. The former affect SAP and are also im 
 pacted by us, whereas the latter offer guidance on how to deal w 
 ith these challenges.",SAP,2021,E1,0.808220807,0.787094116
69286,"in addition to publishing our annual report, we also report on a 
 ll events relating to data theft and data misuse that have been  
 reported to the relevant investigation authorities, present up-t 
 o-date measures for improving data privacy and provide important 
  tips for the secure hand- ling of personal data at http://www.t 
 elekom.com/dataprotection.",Deutche telekom,2012,S4,0.757227997,0.729532123
14931,"In October 2019, Secretary-General of the United Nations, Antnio 
  Guterres, announced the Global Investors for Sustainable Develo 
 pment Alliance (GISD) initiative. It aims to leverage finance an 
 d investment know-how to foster the 2030 Development Agenda. The 
  initiative is co-chaired by Oliver Bte, CEO of Allianz SE. Acco 
 rding to the U.N., achieving the U.N. SDGs requires substantial  
 financing in sectors such as health, education, transportation a 
 nd climate change. Close collaboration of the private and public 
  sectors in both developing and developed countries will be key  
 to achieving the SDGs.",Allianz_Group,2019,E1,0.796492205,0.753748894
99608,"Mr. Kell, what has been the reaction to the UN Global Compact as 
  a transnational integrity code? How would you assess the situat 
 ion after more than 12 years of the UN Global Compact?",Mercedes-Benz,2012,G1,0.772607675,0.801900864
61623,"Our efforts received external recognition through awards and goo 
 d results in rankings and ratings. But important challenges rema 
 in, because the availability of low- or zero-carbon technologies 
  for transportation is still too limited and often not economica 
 lly viable.",Deutche Post DHL,2010,E1,0.824875515,0.813811243
129824,"attract, develop, retain, and effectively manage our geographica 
 lly dispersed workforce, which in turn could have an adverse eff 
 ect on our business, financial position, profit, and cash flows.",SAP,2019,S1,0.832945393,0.890339196
133164,"The amounts for revenue by region in the following tables are ba 
 sed on the location of customers. The regions in the following t 
 able are EMEA (Europe, Middle East, and Africa), Americas (North 
  America and Latin America), and APJ (Asia Pacific Japan).",SAP,2021,E3,0.746140402,0.860973299
54557,"While we see a strong trend towards production of components in  
 new markets offering lower cost levels, we continue to believe i 
 n the technology leadership of many of our clients and their abi 
 lity to prove their position in the global market. As a conseque 
 nce, we will continue to provide financing which fits the indivi 
 dual requirements of our clients.",Deutche Bank,2011,E1,0.770687748,0.898930669
14665,"Please note that the IMIX data is delivered by an external servi 
 ce provider and that we did not evaluate the data collection pro 
 cess of the provider.",Allianz_Group,2018,S4,0.73080302,0.810276449
6874,"Global GDP growth is projected to reaccelerate slightly to 2.5%  
 in 2020. Amid recent de-escalation of trade tensions, investment 
  and trade are forecast to gradually improve, while monetary pol 
 icy is expected to stay accommodative. Nevertheless, moderating  
 activity in major economies and financial market turbulences rem 
 ain existing downside risks. In addition, differences between th 
 e pace of growth in developed and developing economies affect th 
 e global GDP projection. Developing economies are forecast to se 
 e an increase of growth at 4.1%, underlined by continued monetar 
 y policy support and a stabilization of oil and other commodity  
 prices. In contrast, growth in developed economies is projected  
 to slow to 1.4%, reflecting continued weakness in manufacturing  
 and limited room for additional monetary policy accommodation. O 
 n a global level, additional downside risks include an escalatio 
 n of trade tensions and geopolitical conflicts as well as a last 
 ing outbreak of the coronavirus. Associated uncertainty might da 
 mpen consumer confidence, trade and growth.",Adidas,2019,E1,0.78333591,0.874105871
54534,"The long-term prospects for the renewable energy sector remain u 
 nchanged and positive. In 2011, we have seen that serious setbac 
 ks and challenges will continue in the short term. While coal, o 
 il, and nuclear remain heavily subsidized in many markets, renew 
 ables continue to be dependent on incentives and political suppo 
 rt, and still lack the benefit of meaningful global carbon prici 
 ng. Increased manufacturing overcapacity and oversupply in the m 
 ajor renewable energy sectors have driven down margins.",Deutche Bank,2011,E1,0.819076276,0.89161104
124948,"In 2021, we set the goal to reduce plastic transportation packag 
 ing material by 9 % below 2020 levels. The goal was overachieved 
  thanks to a 9.6 % reduction in plastic transport packaging. Our 
  goal for 2022 is to reduce it by a further 9 % compared with 20 
 21.",Qiagen,2022,E1,0.768921558,0.859588444
115470,"In order to broaden our commitment to these principles, Munich R 
 e has become a member of the PSI Board and has contributed to th 
 e development of the PSI strategy which has now been adopted by  
 the General Meeting of the PSI.",Munich re,2015,G1,0.753886674,0.824384153
124344,"There is a group agreement in place between Porsche AG and Volks 
 wagen AG on the reimbursement of costs in connection with the IP 
 O of Porsche AG. The reimbursement of 50 million is recognized u 
 nder miscellaneous other operating income.",Porsche,2022,G1,0.752070281,0.915457487
132792,"Below is an overview of how we put the three themes of our peopl 
 e strategy and overall KPIs into practice.",SAP,2021,S2,0.800102578,0.926155329
140753,"Thanks to the support of our TPM teams, most of our other produc 
 tion sites have also been certified to environmental management  
 system standards (ISO 14001). The teams regularly analyze manufa 
 cturing processes looking for opportunities to save energy or to 
  increase process efficiency in a sustainable manner.",Symrise,2016,S2,0.783362424,0.950188994
16629,"One or more account managers are assigned to each client. They a 
 im to meet with clients at least twice yearly and are available  
 to respond to client requests as well as providing customized ed 
 ucational sessions for clients.",Allianz_Group,2021,S4,0.750889394,0.93329668
53992,"As a matter of principle, we adhere to the applicable anti-discr 
 imination legislation in the countries in which we operate.",Deutche Bank,2010,S1,0.78502862,0.937831938
96998,"Around 12,700 employees in 58 countries purchased Henkel preferr 
 ed shares under this program in 2021. At year-end, some 18,400 e 
 mployees held a total of around 2.8 million preferred shares, re 
 presenting approximately 1,6 percent of total preferred shares o 
 utstanding.",Henkel,2021,S1,0.744994417,0.921492577
88032,"The Management Board has established a Disclosure Committee and  
 an Ad hoc Committee for issues relating to financial disclosures 
 . These committees ensure that all information is disclosed in a 
  correct and timely fashion.",E.ON,2022,G1,0.781785407,0.970599711
115585,"The Munich Re Group aims to actively contribute its comprehensiv 
 e knowledge gained over many years to discussions on the challen 
 ges facing our society today.",Munich re,2015,S4,0.759102052,0.915407777
797,"After carefully reviewing the BCI programme, the national Enviro 
 nmental Agencies of Sweden (SIDA) and Switzerland (SECO) declare 
 d their interest in supporting the programme. The agencies ackno 
 wledge its unique approach, which is complementary to other exis 
 ting organic cotton or fair trade programmes.",Adidas,2007,E4,0.778499487,0.906689584
109531,"This international environmental management standard sets global 
 ly recognized requirements for an environmental management syste 
 m.",Merck,2017,E2,0.778606784,0.991939008
65015,"Our Green Optimization products help customers reduce greenhouse 
  gas emissions and other environmental impacts through individua 
 l, tailor-made logistics solutions.",Deutche Post DHL,2015,E1,0.805593966,1.00381577
34969,"We also regularly conduct reviews at our production sites to ide 
 ntify potential ways to optimize water consumption and wastewate 
 r treatment.",Beiersdorf,2022,E3,0.789573993,1.000336289
8702,"In the sporting goods industry, performance products relate to t 
 echnical footwear and apparel used primarily in sports.",Adidas,2020,G1,0.757866527,1.007902265
119430,"In many jurisdictions, trade barriers and market access issues r 
 estrict the free flow of reinsurance.",Munich re,2021,E3,0.767193058,1.014688969
134006,"The SAP Business Network solution portfolio aims to enable compa 
 nies to collaborate with trading partners for greater supply cha 
 in visibility.",SAP,2022,G1,0.775083732,1.002539754
6284,"In the sporting goods industry, performance products relate to t 
 echnical footwear and apparel used primarily in sports.",Adidas,2018,G1,0.758047606,1.007902265
20535,"We regularly evaluate our research and development pipeline in o 
 rder to prioritize the most promising pharmaceutical projects.",Bayer,2013,S2,0.763317994,1.002916455
55680,"By participating in the Global Compact, we have committed oursel 
 ves to preserving internationally recognized human rights, creat 
 ing socially acceptable working conditions, protecting the envir 
 onment, and fighting corruption.",Deutche Bank,2013,G1,0.810731105,1.001078606
14730,"Asset management offerings cover a wide range of equity, fixed i 
 ncome, and alternative investment strategies, products and solut 
 ions.",Allianz_Group,2019,E3,0.756615881,1.009905219
22021,"We regularly evaluate our research and development pipeline in o 
 rder to prioritize the most promising pharmaceutical projects.",Bayer,2014,S2,0.763317994,1.002916455
